frase_id,frase
119693,Ao abri-los ela não estará mais presente.
119891,Neste momento todos os bares estão repletos de homens vazios.
119894,Todas as mulheres estão atentas.
119900,Há um homem rico que se mata.
119978,"Na verdade, o homem não era necessário."
120153,Ele era um menino.
120248,"Você, seu moço estrangeiro."
120804,A mulher amazonense.
120811,A mulher carioca.
120974,Que só tem de seu as costeletas e a namorada pequenina.
120999,Tende piedade dos homens úteis como os dentistas.
121003,Tende piedade dos homens públicos e em particular dos políticos.
121011,Tende piedade da moça feia que serve na vida.
121012,"De casa, comida e roupa lavada da moça bonita."
121013,Mas tende mais piedade ainda da moça bonita.
121034,Mas tende piedade também das mulheres casadas.
121036,"Tende piedade, Senhor, das mulheres chamadas vagabundas."
121061,"Dos meninos velhos, dos homens humilhados - sede enfim."
121179,"Sorrirá: - Rei morto, rei posto..."
121352,"uma cidade de homens felizes, homens que sintam a vida em toda a sua plenitude, em toda a sua fragilidade; homens que compreendam o valor das coisas puras..."" - E que fosse como a imagem do."
121361,"E, à grande convocação que conclamava o povo para a gigantesca tarefa começaram a chegar de todos os cantos da imensa pátria os trabalhadores: os homens simples e quietos, com pés de raiz, rostos de couro e mãos de pedra, e que, no calcanho, em carro de boi, em lombo de burro, em paus-de-arara, por todas as formas possíveis e imagináveis, começaram a chegar de todos os lados da imensa pátria, sobretudo do."
121422,Locutor n 2 - Uma cidade de homens felizes...
121625,Um dia ele chegou tão diferente.
121924,"E porque eu me levanto para recolher você no meu abraço, e o mato à nossa volta se faz murmuroso e se enche de vaga-lumes enquanto a noite desce com seus segredos, suas mortes, seus espantos - eu sei, ah, eu sei que o meu amor por você é feito de todos os amores que eu já tive, e você é a filha dileta de todas as mulheres que eu amei; e que todas as mulheres que eu amei, como tristes estátuas ao longo da aléia de um jardim noturno, foram passando você de mão em mão até mim, cuspindo no seu rosto e enfrentando a sua fronte de grinaldas; foram passando você até mim entre cantos, súplicas e vociferações - porque você é linda, porque você é meiga e sobretudo porque você é uma menina com uma flor."
122018,Ela é uma bagunceira.
122513,Menina mãe.
122532,Da menina prostituta.
122558,"Meus amigos, meus irmãos, cegai os olhos da mulher morena."
122559,Que os olhos da mulher morena estão me envolvendo.
122561,"Meus amigos, meus irmãos, cortai os lábios da mulher morena."
122562,Eles são maduros e úmidos e inquietos.
122565,Cortai os peitos da mulher morena.
122570,Salva-me dos braços da mulher morena.
122576,"Vida, compra o meu corpo da mulher morena."
122579,"Branca avozinha dos caminhos, reza para ir embora a mulher morena."
122580,Reza para murcharem as pernas da mulher morena.
122581,Reza para a velhice roer dentro da mulher morena.
122582,Que a mulher morena está encurvando os meus ombros.
122585,Dai morte cruel à mulher morena!
122606,"Menina bonita, pra onde é ""qu'ocê"" vai."
122632,"Menina bonita, não vá para o mar."
122646,Menina bonita que foi para o mar.
122926,"E as mulheres estão ficando loucas, e há legiões delas carpindo."
123715,"Ela é carioca, ela é carioca."
123728,E pra mim ela é linda demais.
123730,"Ela é carioca, ela é carioca  ."
123761,Que ele ainda não está maduro.
123974,"IV - Minha senhora, lamento muito, mas é meu dever informá-la de que seu marido é portador de um tumor maligno no fígado..."
123980,"- Seu pai ainda é um homem forte, vai agüentar bem a intervenção..."
123981,"- Sua avó está muito velhinha, mas nós faremos o possível..."
124066,"Com o menino livre e feliz que foi, com o tempo da infância."
124173,A mesma mulher pronta pra dizer.
124247,"Dora, rainha cafuza de um maracatu."
124357,Quanta mulher nua na.
124438,Menina fidalga!
124443,Não vi mais meninas puras.
124444,Menina pura.
124724,A moça violentar.
125489,E eu que era um menino puro.
125803,O rei mestiço de.
125979,"Meu coração pedia sombra, água fresca e colo de moça bonita."
126081,"Drummond tem escrito ótimos poemas, mas eu larguei o."
126158,"Ele seja feliz também, e forte, e se lembre com saudades."
127559,Ô Menina bonita do vestido verde.
127626,Se ela é tua é minha também.
127792,"Chega mais perto, moço bonito."
127795,Mas com você ela é cheia de sol.
127978,Ela é carioca.
128000,Ela é carioca  .
128013,Luiza é bonito pra chuchu.
128022,Luiza é bonito como o quê.
128303,Ele é dono da mata e do sertão.
129253,Pixinguinha é inconteste.
129670,"E, como eu fui para ele muito boa."
129896,"Bem, não vá deixar a sua mãe aflita."
129905,E veja como sofre um homem infeliz.
130265,E acho que enfim eu vi um homem ser feliz.
130278,E acho que enfim eu vi o homem ser feliz.
130323,Se o homem foi feito pra voar.
130365,E os meninos tão bonitos.
130791,Tira a mãe preta do cerrado.
132451,"Menino vadio, tensão flutuante do."
133419,De mãe preta carinhosa.
136637,"Todo dia ele faz diferente, não sei se ele volta da rua."
137346,O homem sério que contava dinheiro parou.
137350,A moça triste que vivia calada sorriu.
137357,A moça feia debruçou na janela.
137872,Basta se dizer que ele é amigo de.
138454,Rapazes muito decentes.
138514,"(repete refrão) Ela era virgem, feito maria, Ou, feito um dia de sol na janela."
138841,Moço bonito.
140032,Deixa eu dizer que ela é cheia.
140037,Hoje ela canta sozinha.
141186,"Todas elas feitas de tic tac, todas elas iguaizinhas."
141195,Os rapazes ficam ricos e formam uma família.
141517,Tem mulher maluca que atura porrada.
142311,Pedro é preto.
142460,Será que ela é moça.
142461,Será que ela é triste.
142864,"F#7/5+ Bm7/9  E7/13  A6 Foice  velha, mulher nova."
144090,E o grito do homem voador.
144111,Eu sou o homem comum.
144397,Dá novo vigor a senhores idosos.
145043,Levar teu corpo de moça tão puro.
145046,Esse seu corpo de moça tão branco.
146046,Que nem viu ele vivo  - Tem até donativo.
146062,Que nem viu ele vivo  - Tem até um passivo.
146161,"Rei morto, rei posto não tá mais aí  ."
146563,Preciso encontrar um homem bom.
148059,"Menina bonita pra onde ""quo´cê"" vai."
148075,Menina bonita não vá para o mar.
148303,Bota o rei congo no congado.
148650,Como ele mesmo diz: É o branco mais preto do.
149364,Sou um homem feliz.
149380,Um homem feliz.
150269,Jorge sou dragão  .
151006,E se hoje ele é branco.
151008,Se hoje ele é branco.
151010,Ele é negro demais.
151901,"Sou uma mulher nova, mas também não sou."
152421,"Mas enquanto ela ficava quietinha lá dentro, que felicidade!"
152747,Pobre menina tão rica.
153095,Com tanto rapaz direito.
153291,Ela é minha vida.
153840,Não digam que ele é medroso.
153841,Que ele é bem corajoso.
153842,Que ele é o campeão.
153889,Sou moço guloso é de viver.
154350,Elas são a tolerância.
154575,Que os homens são tudo irmão.
155044,Ele será promovido.
155108,Senhor está quebrado.
155889,Ele está ficando velho  .
155929,Eu só vejo mulher nua.
156070,A moça virgem que ele quer.
156243,"É, será que ela é dona de mim."
156250,Será que é por ela ser donzela.
156406,O homem feliz é sozinho.
156782,Soares é japonesa ou não?
156890,Do que ele mesmo criou.
157984,Chora a nossa pátria mãe gentil.
158062,Ela era triste.
159219,E que mulher forte e danada.
159292,Porque ele é feito somente de paz e de amor.
159725,Quando ele é fácil de cantar.
160905,Ele é bom bom bom bom.
160924,Senhor mandou prender negro.
160964,Inês já é morta do lado de cá  .
161020,Canta pra subir que a moça tá engravidada.
161024,"Oh, Vera hermafrodita mãe gentil."
162471,"Oh, Deus como sou infeliz."
162482,"Oh, Deus como sou infeliz, infeliz."
162485,"Oh, Deus como sou infeliz  ."
163690,Que mulheres muito invejosas fazem de tudo para tira-lo de mim?
163691,Mas sei que ele é forte e resiste assim como tem resistido à dor.
164778,Quando vem da mulher alheia.
167349,Bento tinha bom peito.
168136,Esperando ele vortar.
168374,"De moça prosa morena,morena ro- sa."
168726,Abençoado o colo dessa mãe antiga.
169287,"Se ela é tua, é minha também!"
169335,"Cabelos cor da noite, Pele de alvorada, Cacique entregou ao branco, A filha amada, Raízes de."
169337,"Abençoado solo, Dessa mãe antiga, Por quatrocentos anos, Feitos de cantiga, Naquele doce embalo, Da canção tupi."
169359,Dizendo que se ela for chique.
169372,"Ele é vesgo, pois a profissão ensina, A ter um olho na esquina e outro olho no freguês, Assim de vez em quando ele escapa, Gozando a cara do ""rapa"", Que bobeou outra vez."
169436,"Pra ele próprio depois derrubar, derrubar, derrubar."
169583,"Enquanto ela deu duro, não deram valor."
169602,Tereza era tão bela.
169651,Enquanto o que eles querem é diferente.
169793,A mulher mal amada.
170284,E como eu fui pra ele muito boa.
170310,Procuro um homem direito.
170313,Nessa mulher tão coitada.
170492,"Moço solitário, poeta benquisto."
172268,Disseram que ela era maioral.
173481,Valentão é brigão.
173844,Igual a tia ziata.
174182,"É mensalão, mensalinho, ele é meu amigo, ele é meu padrinho."
175011,"Bem se ve que ele é safado, Safadinho ele é."
175012,Cuidado minha gente que ele é saliente.
175016,"Ele é bonito, tão cheiroso e aprumado, Que a gente fica ate desconfiado, Então, tome cuidado, Meu bem, tome cuidado."
175017,"Porque o gato é bonitinho, Mas porem ele é safado  ."
175635,"A moça triste que vivia calada, sorriu."
175880,Moça cheia de esperança.
176443,Mulheres perfeitas.
176646,"Pensa que ele é feliz, coitado."
177229,Em mulher passarinho.
178623,"Porque ela já tem um namorado legal, Descolado, tranquilo e astral, Que é até meu amigo..."
179329,Denise é soberana.
179335,Denise é primavera.
179591,Se pra ela é champagne e caviar.
179686,Sabe que ele é o senhor.
179731,Ele é o sol.
179733,Ele é um dom.
179737,Ele é amor.
180193,Ser mulher direita.
180532,Você menina moça.
180950,Sem ela sou tão triste.
181115,Oxum senhora bonita.
181149,"Anabela é caprichosa, nesse trunfo ele é bidu."
181298,"Ele é pai, é corvo também."
181566,E tanta moça bonita para a gente elogiar.
181584,Em favor da eternidade onde o rei dos reis é rei.
181728,"Ela é igual a mim -Não é, não -E sim, é sim!"
181862,Moça flor.
181874,Moça flor vai chorar.
182006,Pela décima vez ela está inocente nem sabe o que fez  .
182727,Ela estará sempre presente.
182875,"Ao se aninhar nos labirintos do meu coração, Vá que ela fique amuada."
183323,Faz tempo que ele está vazio.
184264,Menina bonita não chora.
185786,Eu sou essa mulher tão triste.
186065,O senhor é dono.
186625,"Um mulher diferente, De olhar e voz envolvente, Que atingisse a perfeição."
186628,"Essa mulher fantasia: Dei-lhe a voz de dulcinéia, A malícia de frinéia."
187996,E ela alegre a noite inteira.
188896,Eles não querem ser profundos.
189714,Você mulher perfeita.
189949,Emengarda num é mais pura i neim donzela aquele cabra safado num quis si cazá cum ela ´gora ela vive aí prus canto chorano como cundenada quano ela passa todo mundo diz: - Coitada da.
190150,"""Mãe negra amamentou."
190163,Minha mãe é tão linda.
190180,"Minha mãe é minha deusa, minha musa, minha super, minha superstar  ."
190209,Moça tão bela e faceira.
190306,"O mágico e a mulher barbada causando enorme sensação e um boiadeiro dançando ""catira"" batendo os pés nos chão."
190344,"Ah seu doutor, me perdoe o impropério mas se eu saí do sério é porque eu já me enchi de viver ""duro"", comendo batata frita enquanto o senhor ""agita"" um belo."
190424,Falam até que o homem é o dono do mundo.
190486,Quem é você pra querer julgar o mundo dizendo que ele é imundo se a sua própria mente você não pode limpar ?
190670,"tanta injustiça, tantos crimes sociais, tanta miséria, tantos homens marginais..."
191204,"Do homem mais sozinho, A sonhar, A sonhar ""Os."
191953,"Ele é bom, bom, bom, bom."
192492,Ela é mais enrolada.
192635,"É Pra que falar, Nem vou pensar, Ela vai var."
192749,"Se essa vida é bonita, ela é feita pra sonhar."
192915,"Garota coqueta, Metida bacana, Que vive na praia."
192980,A vida dum rapaz legal.
193346,"Vem, menina feia."
193975,"mulher bonita assim, carioca assim, Rio."
194792,"Ou pelo espinho da flor, Cruel que você ama, Amante do drama, Vem pra minha cama, Por querer, sem me perguntar me fez sofrer, E eu que me julguei forte, E eu que me senti, Serei um fraco, Quando outras delas vir, Se o barato é louco e o processo é lento, No momento, Deixa eu caminhar contra o vento, Do que adianta eu ser durão e o coração ser vulnerável, O vento não, ele é suave, mas é frio e implacável, (É quente) borrou a letra triste do poeta, (Só) correu no rosto pardo do profeta."
194809,"-Esse brown aí é cheio de querer ser, Deixa ele moscar e cantar na quebrada, Vamo ver se é isso tudo quando ver as quadrada, Periferia nada, só pensa nele mesmo, Montado no dinheiro e cês aí no veneno, E a cara dele truta?"
194830,"- Se só de pensar em matar já matou, Eu prefiro ouvir o pastor: - Filho meu,não inveje o homem violento e nem siga nenhum dos seus caminhos..."
195169,Você só aparece pra me destruir [...] Eu vou beber pra te esquecer...
195198,"Vem gostosinha vem, vem gostosinha   (2x) Ela é toda gostosinha."
195275,Ô menina doida...
196847,"Ou na festa junina: O garoto magrela caiu, Minha sina cair."
196942,Mas posso ver que ele é sincero.
196956,Era uma mulher comum.
196980,Homens imorais.
197660,Já fui rei aventureiro.
197931,Quero ser namorado marido seu amante.
197933,Voce ah mulher perfeita eh tao bom te amar.
198514,És a deusa asistral no meu mundo irreal.
199740,Eu me entrego com meus versos de moça poeta.
200129,"Ó mãe amada, tu és assim, perfume de rosas um doce pra mim."
203546,Ele é meu encanto.
203863,Que me faz uma mulher feliz.
204328,Pois ele é santo e santos nos quer.
204468,"Sacerdote, Rei glorioso."
204476,Rei eterno em tudo tem poder.
204690,"Bahia que não me sai do pensamento ai, ai que saudade eu tenho da bahia ai, se eu escutasse o que mamãe dizia: ""bem, não vá deixar a sua mãe aflita a gente faz o que o coração dita mas esse mundo é feito de maldade e ilusão"" ai, se eu escutasse hoje não sofria ai, esta saudade dentro do meu peito ai, se ter saudade é ter algum defeito eu, pelo menos, mereço o direito de ter alguém com quem eu possa me confessar ponha-se no meu lugar e veja como sofre um homem infeliz que teve que desabafar dizendo a todo mundo o que ninguém diz vejam que situação e vejam como sofre um pobre coração pobre de quem acredita na glória e no dinheiro para ser feliz  ."
204856,"Ele é poderoso, Ele está por cima."
204991,Ele é ungido e nasceu pra bilhar.
204992,Ele é diferente e ainda digo mais.
205544,"Igarassú, cadê tuas moças bonitas."
205771,A mãe passava neocid no piolho do filho.
205950,Eles eram tão úteis.
206157,Ela é tão indiscreta.
206764,O senhor sexagenário.
206853,O doutor dirley é tão legal.
208444,Ilumina a mina escura e funda.
208833,Tu és a dama mais formosa.
